comment_id,video_id,video_title,channel_title,clean_text,published_at,like_count,candidate_sentiment,candidate_confidence,sentiment
UgzjQ70D3tgAOX0j5fN4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,govt ev infra kyu nhai banati charging station hi nahi,2026-04-13T11:43:59Z,0,Neutral,0.8355634808540344,Neutral
Ugwrxam8T_mig_kQGwx4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Ye sahi h 2 saal ka time h itne me sb manage kiya ja skta h ek dm se nahi kiya 2028 se suru krna mtlb sahi h aur planned h. Itne me companies k paas bhi time hoga aur charging station lgane ka,2026-04-13T15:31:44Z,0,Neutral,0.8205863237380981,Neutral
UgzhbWVRGtE7pBB5knd4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"But point hi nahi hai just random policy implementation in haste. 75% energy generation India mai aaj bhi Coal se hota hai. Switching to evs without infrastructure is nothing but irresponsible policy making. Targeting 20% wala source when we have other major sources like road dust and construction at 34%, biomass burning at 15%, followed by industries.",2026-04-13T09:04:55Z,0,Negative,0.7244186401367188,Negative
UgyH_n3yKzM-gtPFYF54AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Move some HQs of companies and govt to other states,Plant more trees.",2026-06-14T09:52:05Z,0,Neutral,0.7898135185241699,Neutral
UgwSQbYvuEAu8W8K5aJ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"For the same 1Km a car will produce atleast 4 times the pollution of a bike. 30km ka toh minimum average hai kissi bhi bike ka. Ban registration on cars first. 70% current registered, according to your data, agar bike hai and assume they are twice as efficient than cars engines. Toh pollution contribution between cars and bike will be 60/40. Bikes are still more efficient!",2026-04-13T15:56:14Z,0,Neutral,0.5139845013618469,Neutral
UgxalyXtfl9vmW2REN94AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Before implementing it fix these Roads More charging station Insurance lapse on ev. “Chulhe ka pata nahi aur biryani ka saman lelo”,2026-06-14T16:27:44Z,0,Negative,0.5916737914085388,Negative
UgySQYwE2kdmc42GR6p4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Electric vehicles mai subsidies dene mai sarkar k uper bhot burden aa jata h pr ladli behen yojna ya free cash ya ladla beta youjna ya freebees dene k liye sarkar k pas paisahi paisa h,2026-04-13T18:02:03Z,0,Neutral,0.7202972769737244,Neutral
UgyloD1OO4nBE53qXHt4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Iran kiya chij he ye indian government ko pta lag raha he,2026-04-14T15:12:10Z,0,Neutral,0.698861300945282,Neutral
UgwmdehvnwNbeFrkvzR4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,What plan about battery manufacturing. 😂😂😂😂😂,2026-04-13T15:11:30Z,0,Neutral,0.500451922416687,Neutral
UgwzZMI4FRvPxSX4hUx4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"1)First stop firecrakers on diwali, 2)second stop stubble buring in punjab 3) change rules regarding construction management ( construction sector contribute most of the polution )",2026-04-14T02:54:11Z,0,Neutral,0.569453775882721,Neutral
Ugz5EF1bVY2dnJu3O654AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Why govt is not putting any ban on factories polluting the City? And Farmers burning parari?,2026-05-31T03:16:16Z,0,Negative,0.7904141545295715,Negative
UgwauGGuRdz0DmDwgUZ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Bhai, ₹9000 salary hai. Govt. Nie Cluster Non-AC buses Khatam kar rhe hai. Pahle ₹30 lagte the... Ab ₹50 dena paad rha hai.. ye bhe batao apne kisie video mai.. plz",2026-04-13T15:30:35Z,0,Neutral,0.657169759273529,Neutral
Ugznm31vY7SNsEaUu9x4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,I was waiting for this decision from last 4 year. Same rules implemented by china decade ago.,2026-04-13T17:19:46Z,0,Neutral,0.5657413005828857,Neutral
UgwI6GC2SqEM0zX-2Hd4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Vehicles are not mainly responsible for pollution in India... Industrial smog is main cause for pollution but govt will not speak on that because they are getting bulk of wealth from industrial sector in the name of party funds....,2026-04-13T12:36:42Z,0,Negative,0.6865513920783997,Negative
UgwtroIfEYjUbbYtfK14AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Charging station lagaya Kiya government ne,2026-04-13T14:22:41Z,0,Neutral,0.7312697172164917,Neutral
UgwCblgp34xplMuF32B4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"2 wheeler jo pehle se hi 3 times more cost pe bek rahi thi vo badakar 4 guna kardenge, what a policy",2026-04-13T10:18:42Z,0,Negative,0.5041329264640808,Negative
UgxXmDBLmFxDsnrlZYZ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Without charging infrastructure how can they push this....no planning done beforehand in india😢😢,2026-06-16T02:35:51Z,0,Negative,0.8983576893806458,Negative
UgwntvoR3RfnarQD4Tl4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Pollution k naam par paisa to bahut leti h govt. Puc challan uske bawjud koi Positive kam pollution pr nahi bas public ki le lo achhe se😂😂,2026-04-13T10:23:10Z,0,Negative,0.5362474322319031,Negative
Ugz2y8MJUREsXr4tKZF4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"This is a good decision by the Delhi government. Other states may also follow soon. It will help reduce our dependency on petrol and diesel, and improve the climate. There may be some problems at the beginning, but overall it is a good initiative by the government.",2026-04-13T09:01:22Z,0,Positive,0.9219776391983032,Positive
UgyQKcBedRs841SonOV4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Cars buses par ban karo.....bikes to allow karna chahiye.....and govt policy ke chalte small cars mehnge hain ya banate nahi hain,2026-04-13T08:54:54Z,0,Neutral,0.5795848369598389,Neutral
Ugw0sqRfHtk2hesTP1J4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"In Delhi, the main pollution issue is factories and industry. The govt. is making issues on scooter cars; it's all business. EV is not reliable; before the ban, the government needs to provide reliable solutions. The govt is making a joke, ignoring the industries' pollution.",2026-04-14T06:15:59Z,0,Negative,0.8562238216400146,Negative
Ugz3q4phT_XD6WwjCmp4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Govt vehicles pe kuch ni wo av v pollution karte chlti rhngi,2026-04-13T12:14:11Z,0,Neutral,0.682537317276001,Neutral
UgyFgs5ipvBzHwLS3oB4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Instead of banning, government should go for bulk electricity production which will hereby reduce electric prices. Once the electric prices reduce government doesn't need to give subsidy or tax benefits to automobile or electric companies. Companies need to innovate rather than go for concessions. If tax concessions r removed from individual tax payers so should it be done for corporates.",2026-04-13T11:04:19Z,1,Neutral,0.7347934246063232,Neutral
UgwswIaU3hH4FJaD4Pd4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"1. bijli banti h coal se mostly in india toh pollution toh vese bhi hona hi h....until we fix electricity production via non-pollutent resources EVs are of no use 2. CNG , hybrid should be available so that indian energy needs will not get bottleneck anytime in future 3. Govt should use existing petrol pumps /bus stands/ malls/ parkings/ open farms that are on main roads/ hotels/ dabbhas/ hospitals/ farms to implement ev chargers so that common people can also earn money from it",2026-04-13T11:37:05Z,0,Neutral,0.5556579828262329,Neutral
UgyVAqVWTwhMkYSeG4h4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Government should fully fund buying of electric vehicles in Delhi.,2026-06-14T06:58:52Z,1,Neutral,0.6808061003684998,Neutral
UgxDTdZBk1EgEaQewsB4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Govt should take strict action against companies like Ola which is not fair with customer... Such behavior by companies discourage new comer to buy EV,2026-04-13T09:30:23Z,0,Negative,0.8414155840873718,Negative
UgyEYeb2MRJb0Il2IqF4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"This type of governance is not ""For the people"". I can already see how this will fail and will not be executed properly. The main issue no one is looking is - Govt saying we are doing this for environment but the durability of the EV is very less and the wastage is really high, seeing this after 15 years Delhi will fail to manage the dump and piled up garbage from the EV.",2026-04-13T12:51:01Z,0,Negative,0.867838978767395,Negative
UgztYMjQZQ92CKkbpsJ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Sounds like govt representative than explaining the topic 😅,2026-05-03T20:41:42Z,0,Neutral,0.6863765120506287,Neutral
UgxQHaJ8ozhNZ8hC9iF4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Government ne jo tax kata hai and jitne paise Lage hai bike kharidne mei woh lauta de phir EV hi le li jaaegi...Baaki janta government ki naukari thode hi karti hai ki jab man mei aaya tax kata liya aur jab dil kara ban kar diya....Janta ko paise government deti hai kya gadi kharidne ko ..!,2026-04-15T06:27:59Z,0,Neutral,0.6547562479972839,Neutral
UgzxnxMj_JX-SwwMqYZ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Govt doing Good Job💯👍🏼,2026-04-13T09:32:47Z,1,Positive,0.9751214385032654,Positive
UgwCtNc191ldZYsVoQ94AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Great idea.if petrol is not easily available then all two wheeler purchases will be evs only.I think govt must regulate the distribution of quantity of petrol.,2026-04-13T09:32:26Z,0,Neutral,0.5202639698982239,Neutral
UgzTC9HmEzseXl-ylV94AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Govt emoloyee and netas shoild also use ev cars,2026-04-16T07:41:18Z,0,Neutral,0.8593754768371582,Neutral
UgyaT3kZk0VZFTnfYed4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Good step by govt,2026-04-13T12:06:36Z,1,Positive,0.8995229005813599,Positive
UgwdKk4jDRqQDw691hV4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"they may be 70% in number but I guess less than 10% in pollution , why not same things for cars? what about industries around? still good move by govt",2026-04-15T13:44:52Z,0,Neutral,0.6077572703361511,Neutral
UgyN0vai5Y3L8Hkmret4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"This cd actually work.....before 2040 we can replace 90% of petrol 2 wheelers. It might reduce more than 50% of air pollution and perhaps 60-80% of Noise pollution. We seriously need to stick to this policy, all upcoming govts must follow one policy. In 10 years delhi can actually revive",2026-04-14T01:58:00Z,0,Positive,0.5847289562225342,Positive
Ugx2A9dFyuRDJR3o9SF4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Charging infrastructure bana dete hein toh Kiu nehin lenge subsidy bhi denge toh sab lenge,2026-04-13T15:21:28Z,0,Neutral,0.7150403261184692,Neutral
UgwO9mcxpGZqPcJfN4R4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,I think government should ban companies who made much pollution than vehicle 😅,2026-05-01T13:11:01Z,1,Negative,0.6765410304069519,Negative
Ugz6nat7F14pYbwhlNR4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Koyla electricity plant pehle bandh karna chahiye government ko,2026-04-14T06:58:57Z,0,Neutral,0.7126097083091736,Neutral
Ugxs2n5smtdZjHcGbV14AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,No regulation or responsibility on FSSAI on food adulteration....... Only policies to create Hassel for ordinary man,2026-04-13T14:49:09Z,0,Negative,0.7950998544692993,Negative
UgzdZQDMcaROXJtZ-OJ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Ab Government change Krna pareegaa Polution ko control krne ke liyee machine lagawoo Or mai daily 180 chalata hu,2026-04-13T16:58:16Z,0,Neutral,0.7752688527107239,Neutral
UgyPTqIDJOIouMp5I9p4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Instead of managing this, just put 30 rupees tax per liter on petrol and provide earned money as subsidy to electric vehicle including form of registration, toll etc",2026-04-14T15:31:34Z,0,Neutral,0.5994052886962891,Neutral
Ugx5cpKio0sVIlNBaTx4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"The government should encourage people to return old bikes so their engines can be reused to build low cost drones, while also offering strong subsidies to promote electric bikes. 😅",2026-04-13T13:30:54Z,0,Neutral,0.5244507193565369,Neutral
UgwWFwU2qxKuNYizDZh4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,All rules for common people,2026-04-14T14:49:34Z,0,Neutral,0.781227171421051,Neutral
Ugxzpvl6OCYeypGVMOR4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,bekar ev kisi kaam ki nahi hai jab tak battery swap nahi aata,2026-04-13T08:40:16Z,0,Neutral,0.8009989261627197,Neutral
UgzJZcyXW4vmXQ4k18x4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,जब ev पूरी तरह फेल हो चुकी है तो ये क्यों थोपी जा रही है। अगर ये कामयाब होती तो आज भारत में 60% ev 2 wheeler हो जाती आज में दावे से कह रहा हूं सरकार को ये policy बनाने की ज़रूरत नहीं पड़ती। मगर बिल्कुल फैल साबित हुई। जिन्होंने ev ली 1 साल के अंदर वो मजबूरन petrol पे shift हो गए क्योंकि ev कबाड़ में सड़ रही है,2026-04-14T14:50:48Z,0,Neutral,0.7501422762870789,Neutral
Ugz3TnjPVGgTBvxbuE14AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,If there is proper charging station all over the country than I would love to buy E Cars 😉,2026-04-13T09:03:20Z,0,Positive,0.8286210298538208,Positive
UgzZminOX6H-iX_zBxt4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Apni govt ko bolo j8s tarah china ne kiya pollution kam usi ko copy paste kar le to thik hai,2026-04-13T10:59:54Z,0,Neutral,0.5676488876342773,Neutral
Ugxroc_KqAqHviieEKh4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Better to subsidize EVs to promote EVs but the government is not relaxing tax on evst.,2026-04-14T04:18:21Z,0,Neutral,0.6644775867462158,Neutral
UgwIQRNKK2eyEjadZwF4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,This should be applicable in Mumbai Also,2026-04-13T14:58:06Z,0,Neutral,0.8402343988418579,Neutral
UgxCosQvFvuvDiYIpUt4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Ab saare superbikes HR/PB/RJ/UP registration hi milega.,2026-06-01T06:34:26Z,0,Neutral,0.8543973565101624,Neutral
UgzJKNAPDfnq_LOxSkh4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Jab govt pura ka pura hill bech de kisi ko de forestation karne k liye tab pollution nahi hota,2026-04-14T04:29:57Z,0,Neutral,0.6528944969177246,Neutral
Ugx6236SmcdAUX46HXp4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Dtdc bus truc govt truc ?😅,2026-04-15T07:13:09Z,0,Neutral,0.900490939617157,Neutral
UgyRZrCgPcEAZHXNW-N4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,The government should implement free electric bus services for all citizens to discourage the use of private vehicles and reduce traffic and pollution.,2026-05-04T04:43:51Z,0,Neutral,0.6096810102462769,Neutral
UgxRNeDtf_ZZCBcRuwN4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Govt must also block... Diesel cars and sell of led based petrol ...,2026-04-13T12:40:14Z,0,Negative,0.6930199861526489,Negative
UgzsWRgdCG73lZ0S-qR4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"They will ban petrol scooters and bikes to reduce pollution and provide subsidies for electric vehicles. Then companies like Mukesh Ambani or Gautam Adani may start EV ventures. At the same time, some “andhbhakts” may still encourage the use of more firecrackers during Diwali, even when others call for controlling pollution.",2026-04-13T12:14:07Z,0,Neutral,0.7607585787773132,Neutral
UgxGb8QJ_-2MbvmcAv54AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Government is trying to do lobby for EV s company...a lost war...I won't buy one ether,2026-04-14T15:50:26Z,0,Negative,0.8323543667793274,Negative
UgwLjFjCldlXtjGlYp54AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"25% vehicles se pollution hota hain, 75% doosri vajah se to 10% sudhar bhi liya to bhi 90% pollution rah jayega to ye to bahut kam hua, 75% pollution doosri vajah se hain to pahlein us pollution ko kam karna chaiye, vehicle to pahle hi only 25% pollution kar rahein hain to vehicle ke piche padne se vaise bhi pollution kam nhain hoga, majak kar rahin hain government.",2026-06-11T04:15:04Z,0,Neutral,0.610098123550415,Neutral
UgzXdSgjR7XXAjwhsLx4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"What if someone has Up registration number bike and the person is going to his office in Delhi.. will there be challan by delhi traffic police.?? Government should focus on illegal and unmanaged dyeing industries in Delhi, they do pollution at a very large scale.. but they are not doing anything to that.. 🤦‍♂️",2026-05-08T06:33:40Z,0,Negative,0.6150111556053162,Negative
Ugy5PUtOGIb8pqV-NmZ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Other countries mai 1980 model cars bhi chl rhi hy baha to fir bhi problem nhi hy pollution ki government se koi swal nhi pooshta j dehli bale to jinda lash hy sare k sare,2026-04-15T03:25:02Z,0,Neutral,0.5897602438926697,Neutral
UgwGxjwym6QOXJuZmFh4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Noida , Gaziabad ya UP se Registration karo or delhi me chalao😂😂😂",2026-04-13T09:06:07Z,0,Neutral,0.7300448417663574,Neutral
Ugx3yTcN06CZQ65UhaF4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Wo alag hiii level kii government thiii 😂😂,2026-04-13T14:30:55Z,0,Neutral,0.5876166224479675,Neutral
Ugz4wtPxHDcTheFSk8F4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Pahle EV tax free aur subsidy dono rakhna to hi thik nahi to log bahar k state se kharid k layenge.,2026-04-13T10:23:59Z,0,Neutral,0.8133524656295776,Neutral
Ugzlm_CK0JrCtR24iJt4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Why not give subsidies directly to the Chinese EV makers and battery makers? Pushing EVs without domestic manufacturing is going to help China.,2026-04-13T12:56:57Z,0,Neutral,0.7180135250091553,Neutral
Ugy4unWVrJtL4lbTLBF4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Government kab sa polution, climate ka bara ma soch raha haa😂😂😂😂",2026-05-09T05:03:45Z,0,Neutral,0.6332826614379883,Neutral
UgzJMlW1h5Kpxsd250l4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Itna hi hai to ev par subsidy deni chahiye.. Vo nahi denge😂😂😂,2026-04-13T11:44:38Z,0,Neutral,0.6849149465560913,Neutral
Ugyadr0NT6lGcOpkMTN4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Ban is not a solution, increase road tax n then subsidise electric ones... That makes transition.",2026-04-13T11:24:40Z,0,Negative,0.7298473715782166,Negative
UgyiRQt8Otae6HJn81d4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Jo asli air and water polution fela rahi hn industries unko kuch keh nhi payegi govt pesa he unpr. Am logo ko yahi ghumate rho bike car k piche ..,2026-04-14T04:12:57Z,0,Neutral,0.695697546005249,Neutral
Ugxnb2lQZgDjv_gS8SV4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"2/ 3 whelers should be electric. Bus fleet should be electric then private vehicle should be petrol or hybrid and there also electric should be encouraged with offers. Then comes trucks (small and large) which also can be electric. One thing govt should do is encourage and implement hydrogen vehicles in urgent mode ( which will cover bus,trusk,fleets ) then the main thing is stop fooling public on E20 and then acter some years E30 which is one of the biggest scam. If govt is serious on Ethanol blending then should bring policy that E 80 - E100 within 2-3 years.",2026-04-13T12:47:49Z,0,Neutral,0.727691113948822,Neutral
Ugy9J-CRGJq4b0qoeux4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,This policy may change if governments changes 😅,2026-04-18T04:02:56Z,1,Neutral,0.8553375005722046,Neutral
Ugyf6y_hdUwPE5r5V4l4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Why Study IQ supporting total govt control and supporting EV imposition !!,2026-04-14T19:06:27Z,0,Negative,0.6802129149436951,Negative
Ugwk27AWuUFX72fkyd14AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Shanghai has clean air mfers when we make policies like Shanghai.,2026-04-13T09:15:56Z,0,Negative,0.6413906812667847,Negative
UgycpXYObQSbcatigo54AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Its not to curb pollution its to generate govt revenue Petrol bike cost 60-70 k Electric bike cost 1.2 to 1.6 lakh Petrol bike last 15 yrs Electric will last 8 yrs. Today electricity is cost effective after this electricity price will go up ussey bhi kamai. To baniye ki sarkar apne jeb bharne k sare tareeke aajma rahi hai.,2026-04-15T01:35:52Z,0,Neutral,0.7044606804847717,Neutral
UgwDTSvNFGekAwzaVyN4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Dabake 4 wheelers kharido, single use 4 wheelers chalao, buses chal raha hain avivi bs3 wala lekin jitna dikkat hain sab two wheelers ko leke. Sabse kam pollution and road block two wheelers hi karte hain firvi. Brain dead government..",2026-04-13T09:30:29Z,0,Negative,0.6351203322410583,Negative
Ugw6saqFbdk3DHu6PG94AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Yaar 15 saal wala rule toh hatao, konsi vehicle kitna pollution kar rahi hai uss basis pe baand karo na ki time period pe 😢, gareeb admi baar baar thodi gaadi kharid sakta hai 😢",2026-04-14T04:24:34Z,0,Negative,0.7415578961372375,Negative
UgzO1eQb7EuqOlNywzx4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,"Oil kharidte kharide hamara desh ki oil nikal ja raha. Abhi strict law on oil run bicycle., private car should be dammed.",2026-04-13T11:53:42Z,0,Negative,0.6051022410392761,Negative
UgxKiFr2xocGQhBrNVJ4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Govt is not working on the actual problem,2026-04-13T13:00:48Z,0,Negative,0.7450644373893738,Negative
Ugw2mCqokS0E8T5OIu94AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,Simple government change hogaaa,2026-04-13T16:58:51Z,0,Neutral,0.6341119408607483,Neutral
Ugzdqb2pehk1_aAkiwR4AaABAg,8UndNQ1g45o,EV policy: Petrol two-wheelers ban in Delhi | Ankit Agrawal Study IQ,StudyIQ IAS,arre bhai abh new vehicle khareedoge toh govt ko tax milega na 😂😂😂,2026-05-09T08:10:34Z,0,Neutral,0.6785051822662354,Neutral
